Species	Protein ID	Family	Genome/EST	Category
Arabidopsis thaliana	AT5G40360.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G40430.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G45420.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G49330.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G49620.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G52260.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G52600.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G54230.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G55020.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G56110.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G57620.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G58850.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G58900.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G59780.3	MYB	Genome	TF
Arabidopsis thaliana	AT5G60890.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G61420.2	MYB	Genome	TF
Arabidopsis thaliana	AT5G62320.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G62470.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G62470.2	MYB	Genome	TF
Arabidopsis thaliana	AT5G65230.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G65790.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G67300.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G01060.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G01060.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G01060.3	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G01060.4	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G01380.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G01520.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G06910.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G07540.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G09710.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G15720.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G17460.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G17520.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G18330.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G18330.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G18960.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G19000.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G19000.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G19510.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G21700.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G49950.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G49950.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G49950.3	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G58220.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G70000.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G71030.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G72650.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G72650.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G72740.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G72740.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G74840.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G75250.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G75250.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G03470.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G03470.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G13960.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G13960.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G18328.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G30420.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G30424.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G30432.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G33610.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G36960.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G36960.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G42150.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G44430.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G46410.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G46830.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G47210.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT2G47620.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G05380.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G05380.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G07740.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G07740.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G07740.3	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G09600.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G09600.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G10113.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G10580.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G10580.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G16350.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G21430.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G23250.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G46130.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G46130.3	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G49850.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT3G53790.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G01060.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G01060.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G01060.3	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G01280.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G01280.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G09450.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G16420.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G16420.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G16420.3	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G34430.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G34430.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G34430.3	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G34430.4	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G39160.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT4G39250.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G02840.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G02840.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G02840.3	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G04110.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G17300.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G27610.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G37260.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G41020.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G47390.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G52660.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G52660.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G53200.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G56840.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G58340.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G59780.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G59780.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G61620.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G67580.1	MYB-related	Genome	TF
Arabidopsis thaliana	AT5G67580.2	MYB-related	Genome	TF
Arabidopsis thaliana	AT1G01010.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G01720.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G02220.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G02230.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G02250.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G03490.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G12260.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G25580.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G26870.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G28470.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G32510.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G32770.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G32870.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G32870.2	NAC	Genome	TF
Arabidopsis thaliana	AT1G33060.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G33060.2	NAC	Genome	TF
Arabidopsis thaliana	AT1G33280.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G34180.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G34180.2	NAC	Genome	TF
Arabidopsis thaliana	AT1G34190.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G52880.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G52890.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G54330.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G56010.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G56010.2	NAC	Genome	TF
Arabidopsis thaliana	AT1G60280.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G60350.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G61110.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G62700.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G64100.2	NAC	Genome	TF
Arabidopsis thaliana	AT1G64105.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G65910.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G69490.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G71930.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G76420.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G77450.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G79580.1	NAC	Genome	TF
Arabidopsis thaliana	AT1G79580.2	NAC	Genome	TF
Arabidopsis thaliana	AT1G79580.3	NAC	Genome	TF
Arabidopsis thaliana	AT2G02450.1	NAC	Genome	TF
Arabidopsis thaliana	AT2G02450.2	NAC	Genome	TF
Arabidopsis thaliana	AT2G17040.1	NAC	Genome	TF
Arabidopsis thaliana	AT2G18060.1	NAC	Genome	TF
Arabidopsis thaliana	AT2G24430.1	NAC	Genome	TF
Arabidopsis thaliana	AT2G24430.2	NAC	Genome	TF
Arabidopsis thaliana	AT2G27300.1	NAC	Genome	TF
Arabidopsis thaliana	AT2G33480.1	NAC	Genome	TF
Arabidopsis thaliana	AT2G33480.2	NAC	Genome	TF
Arabidopsis thaliana	AT2G43000.1	NAC	Genome	TF
Arabidopsis thaliana	AT2G46770.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G01600.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G03200.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G04060.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G04070.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G04070.2	NAC	Genome	TF
Arabidopsis thaliana	AT3G04420.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G04420.2	NAC	Genome	TF
Arabidopsis thaliana	AT3G04430.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G10480.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G10480.2	NAC	Genome	TF
Arabidopsis thaliana	AT3G10490.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G10490.2	NAC	Genome	TF
Arabidopsis thaliana	AT3G10500.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G12910.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G12977.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G15170.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G15500.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G15510.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G17730.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G18400.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G29035.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G44290.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G44350.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G44350.2	NAC	Genome	TF
Arabidopsis thaliana	AT3G49530.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G55210.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G56530.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G56560.1	NAC	Genome	TF
Arabidopsis thaliana	AT3G61910.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G01520.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G01540.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G01540.2	NAC	Genome	TF
Arabidopsis thaliana	AT4G01550.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G10350.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G17980.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G27410.2	NAC	Genome	TF
Arabidopsis thaliana	AT4G27410.3	NAC	Genome	TF
Arabidopsis thaliana	AT4G28500.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G28530.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G28530.2	NAC	Genome	TF
Arabidopsis thaliana	AT4G29230.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G35580.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G35580.2	NAC	Genome	TF
Arabidopsis thaliana	AT4G36160.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G04400.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G04410.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G07680.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G07680.2	NAC	Genome	TF
Arabidopsis thaliana	AT5G08790.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G09330.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G09330.2	NAC	Genome	TF
Arabidopsis thaliana	AT5G09330.3	NAC	Genome	TF
Arabidopsis thaliana	AT5G13180.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G14000.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G14490.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G17260.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G18270.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G18270.2	NAC	Genome	TF
Arabidopsis thaliana	AT5G18300.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G22290.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G22380.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G24590.2	NAC	Genome	TF
Arabidopsis thaliana	AT5G39610.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G39690.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G39820.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G41090.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G46590.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G50820.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G53950.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G56620.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G61430.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G62380.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G63790.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G64060.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G64530.1	NAC	Genome	TF
Arabidopsis thaliana	AT5G66300.1	NAC	Genome	TF
Arabidopsis thaliana	AT4G27330.1	NOZZLE	Genome	TF
Arabidopsis thaliana	AT1G05420.1	OFP	Genome	TF
Arabidopsis thaliana	AT1G06920.1	OFP	Genome	TF
Arabidopsis thaliana	AT1G79960.1	OFP	Genome	TF
Arabidopsis thaliana	AT2G18500.1	OFP	Genome	TF
Arabidopsis thaliana	AT2G30400.1	OFP	Genome	TF
Arabidopsis thaliana	AT2G32100.1	OFP	Genome	TF
Arabidopsis thaliana	AT2G36026.1	OFP	Genome	TF
Arabidopsis thaliana	AT2G36050.1	OFP	Genome	TF
Arabidopsis thaliana	AT3G52525.1	OFP	Genome	TF
Arabidopsis thaliana	AT3G52540.1	OFP	Genome	TF
Arabidopsis thaliana	AT4G04030.1	OFP	Genome	TF
Arabidopsis thaliana	AT4G14860.1	OFP	Genome	TF
Arabidopsis thaliana	AT4G18830.1	OFP	Genome	TF
Arabidopsis thaliana	AT5G01840.1	OFP	Genome	TF
Arabidopsis thaliana	AT5G04820.1	OFP	Genome	TF
Arabidopsis thaliana	AT5G19650.1	OFP	Genome	TF
Arabidopsis thaliana	AT5G22240.1	OFP	Genome	TF
Arabidopsis thaliana	AT5G58360.1	OFP	Genome	TF
Arabidopsis thaliana	AT1G04500.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G05290.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G06040.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G06040.2	Orphans	Genome	TF
Arabidopsis thaliana	AT1G07050.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G10450.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G10470.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G19050.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G19270.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G23810.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G24190.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G24200.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G24210.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G24220.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G24230.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G24250.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G27220.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G27240.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G27250.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G27260.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G27270.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G27280.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G27320.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G58210.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G59890.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G59940.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G60250.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G63820.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G66340.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G68190.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G70030.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G70060.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G74890.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G75540.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G78600.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G01830.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G01830.2	Orphans	Genome	TF
Arabidopsis thaliana	AT2G01830.3	Orphans	Genome	TF
Arabidopsis thaliana	AT2G17820.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G21320.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G24790.2	Orphans	Genome	TF
Arabidopsis thaliana	AT2G31380.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G32310.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G33350.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G33350.2	Orphans	Genome	TF
Arabidopsis thaliana	AT2G39830.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G40670.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G41310.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G42040.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G45800.2	Orphans	Genome	TF
Arabidopsis thaliana	AT2G46670.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G46790.2	Orphans	Genome	TF
Arabidopsis thaliana	AT2G47430.1	Orphans	Genome	TF
Arabidopsis thaliana	AT2G47890.2	Orphans	Genome	TF
Arabidopsis thaliana	AT3G01320.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G04280.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G04280.2	Orphans	Genome	TF
Arabidopsis thaliana	AT3G04280.3	Orphans	Genome	TF
Arabidopsis thaliana	AT3G04580.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G04580.2	Orphans	Genome	TF
Arabidopsis thaliana	AT3G12890.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G21150.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G21890.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G23150.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G48100.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G56380.1	Orphans	Genome	TF
Arabidopsis thaliana	AT3G57040.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G00760.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G10240.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G15248.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G21430.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G25990.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G25990.2	Orphans	Genome	TF
Arabidopsis thaliana	AT4G27310.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G27900.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G27900.2	Orphans	Genome	TF
Arabidopsis thaliana	AT4G38960.1	Orphans	Genome	TF
Arabidopsis thaliana	AT4G38960.2	Orphans	Genome	TF
Arabidopsis thaliana	AT4G39070.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G10720.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G14370.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G15020.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G15030.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G15040.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G15840.2	Orphans	Genome	TF
Arabidopsis thaliana	AT5G17890.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G26594.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G35610.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G35750.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G41380.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G53420.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G53420.2	Orphans	Genome	TF
Arabidopsis thaliana	AT5G54470.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G57180.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G57180.2	Orphans	Genome	TF
Arabidopsis thaliana	AT5G59990.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G62920.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G66610.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G66620.1	Orphans	Genome	TF
Arabidopsis thaliana	AT5G66630.1	Orphans	Genome	TF
Arabidopsis thaliana	AT1G14410.1	PBF-2-like	Genome	TF
Arabidopsis thaliana	AT1G71260.1	PBF-2-like	Genome	TF
Arabidopsis thaliana	AT2G02740.1	PBF-2-like	Genome	TF
Arabidopsis thaliana	AT2G02740.2	PBF-2-like	Genome	TF
Arabidopsis thaliana	AT1G21000.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT1G21000.2	PLATZ	Genome	TF
Arabidopsis thaliana	AT1G31040.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT1G32700.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT1G32700.2	PLATZ	Genome	TF
Arabidopsis thaliana	AT1G43000.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT1G76590.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT2G01818.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT2G12646.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT2G27930.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT3G60670.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT4G17900.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT4G17900.2	PLATZ	Genome	TF
Arabidopsis thaliana	AT5G46710.1	PLATZ	Genome	TF
Arabidopsis thaliana	AT1G18790.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT1G20640.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT1G20640.2	RWP-RK	Genome	TF
Arabidopsis thaliana	AT1G64530.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT1G74480.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT1G76350.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT2G17150.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT2G43500.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT3G59580.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT3G59580.2	RWP-RK	Genome	TF
Arabidopsis thaliana	AT4G24020.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT4G35270.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT4G35590.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT4G38340.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT5G53040.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT5G66990.1	RWP-RK	Genome	TF
Arabidopsis thaliana	AT2G37120.1	S1Fa-like	Genome	TF
Arabidopsis thaliana	AT3G09735.1	S1Fa-like	Genome	TF
Arabidopsis thaliana	AT3G53370.1	S1Fa-like	Genome	TF
Arabidopsis thaliana	AT5G35770.1	SAP	Genome	TF
Arabidopsis thaliana	AT1G02065.1	SBP	Genome	TF
Arabidopsis thaliana	AT1G02065.2	SBP	Genome	TF
Arabidopsis thaliana	AT1G20980.1	SBP	Genome	TF
Arabidopsis thaliana	AT1G27360.1	SBP	Genome	TF
Arabidopsis thaliana	AT1G27360.2	SBP	Genome	TF
Arabidopsis thaliana	AT1G27360.3	SBP	Genome	TF
Arabidopsis thaliana	AT1G27360.4	SBP	Genome	TF
Arabidopsis thaliana	AT1G27370.1	SBP	Genome	TF
Arabidopsis thaliana	AT1G27370.2	SBP	Genome	TF
Arabidopsis thaliana	AT1G27370.3	SBP	Genome	TF
Arabidopsis thaliana	AT1G27370.4	SBP	Genome	TF
Arabidopsis thaliana	AT1G53160.1	SBP	Genome	TF
Arabidopsis thaliana	AT1G53160.2	SBP	Genome	TF
Arabidopsis thaliana	AT1G69170.1	SBP	Genome	TF
Arabidopsis thaliana	AT2G33810.1	SBP	Genome	TF
Arabidopsis thaliana	AT2G42200.1	SBP	Genome	TF
Arabidopsis thaliana	AT2G47070.1	SBP	Genome	TF
Arabidopsis thaliana	AT3G15270.1	SBP	Genome	TF
Arabidopsis thaliana	AT3G57920.1	SBP	Genome	TF
